canonical_composer,canonical_title,split,year,midi_filename,audio_filename,duration,period
Alexander Scriabin,"Fantasy, Op. 28",train,2014,2014/MIDI-UNPROCESSED_14-15_R1_2014_MID--AUDIO_15_R1_2014_wav--5.midi,2014/MIDI-UNPROCESSED_14-15_R1_2014_MID--AUDIO_15_R1_2014_wav--5.wav,486.857152,Romantic
Alexander Scriabin,"Fragilite, Op.51",validation,2009,2009/MIDI-Unprocessed_11_R1_2009_06-09_ORIG_MID--AUDIO_11_R1_2009_11_R1_2009_06_WAV.midi,2009/MIDI-Unprocessed_11_R1_2009_06-09_ORIG_MID--AUDIO_11_R1_2009_11_R1_2009_06_WAV.wav,138.4213359,Modern
Alexander Scriabin,"Prelude and Nocturne for Left Hand, Op. 9",train,2008,2008/MIDI-Unprocessed_01_R1_2008_01-04_ORIG_MID--AUDIO_01_R1_2008_wav--3.midi,2008/MIDI-Unprocessed_01_R1_2008_01-04_ORIG_MID--AUDIO_01_R1_2008_wav--3.wav,463.6053056,Romantic
Alexander Scriabin,Sonata No. 2,train,2006,2006/MIDI-Unprocessed_12_R1_2006_01-08_ORIG_MID--AUDIO_12_R1_2006_02_Track02_wav.midi,2006/MIDI-Unprocessed_12_R1_2006_01-08_ORIG_MID--AUDIO_12_R1_2006_02_Track02_wav.wav,613.737367,Romantic
Alexander Scriabin,"Sonata No. 2 in G-sharp Minor, Op. 19",train,2018,2018/MIDI-Unprocessed_Recital1-3_MID--AUDIO_01_R1_2018_wav--4.midi,2018/MIDI-Unprocessed_Recital1-3_MID--AUDIO_01_R1_2018_wav--4.wav,701.1478031,Romantic
Alexander Scriabin,"Sonata No. 2 in G-sharp Minor, Op. 19",train,2018,2018/MIDI-Unprocessed_Recital17-19_MID--AUDIO_18_R1_2018_wav--2.midi,2018/MIDI-Unprocessed_Recital17-19_MID--AUDIO_18_R1_2018_wav--2.wav,685.0059923,Romantic
Alexander Scriabin,"Sonata No. 2 in G-sharp Minor, Op. 19 (Complete)",train,2017,2017/MIDI-Unprocessed_079_PIANO079_MID--AUDIO-split_07-09-17_Piano-e_1-04_wav--4.midi,2017/MIDI-Unprocessed_079_PIANO079_MID--AUDIO-split_07-09-17_Piano-e_1-04_wav--4.wav,661.9091498,Romantic
Alexander Scriabin,"Sonata No. 3 in F-sharp Minor, Op. 23",train,2018,2018/MIDI-Unprocessed_Recital5-7_MID--AUDIO_07_R1_2018_wav--2.midi,2018/MIDI-Unprocessed_Recital5-7_MID--AUDIO_07_R1_2018_wav--2.wav,1120.091027,Romantic
Alexander Scriabin,"Sonata No. 3 in F-sharp Minor, Op. 23",train,2018,2018/MIDI-Unprocessed_Recital9-11_MID--AUDIO_11_R1_2018_wav--2.midi,2018/MIDI-Unprocessed_Recital9-11_MID--AUDIO_11_R1_2018_wav--2.wav,1195.010824,Romantic
Alexander Scriabin,"Sonata No. 3 in F-sharp Minor, Op. 23",train,2018,2018/MIDI-Unprocessed_Chamber6_MID--AUDIO_20_R3_2018_wav--2.midi,2018/MIDI-Unprocessed_Chamber6_MID--AUDIO_20_R3_2018_wav--2.wav,1117.958284,Romantic
Alexander Scriabin,"Sonata No. 4 in F-sharp Major ,Op.30",validation,2013,2013/ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_03_R1_2013_wav--4.midi,2013/ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_03_R1_2013_wav--4.wav,440.1104039,Romantic
Alexander Scriabin,"Sonata No. 5 in F-sharp Minor, Op. 53",train,2004,2004/MIDI-Unprocessed_SMF_07_R1_2004_01_ORIG_MID--AUDIO_07_R1_2004_12_Track12_wav.midi,2004/MIDI-Unprocessed_SMF_07_R1_2004_01_ORIG_MID--AUDIO_07_R1_2004_12_Track12_wav.wav,659.8356603,Romantic
Alexander Scriabin,"Sonata No. 5, Op. 53",train,2018,2018/MIDI-Unprocessed_Recital12_MID--AUDIO_12_R1_2018_wav--2.midi,2018/MIDI-Unprocessed_Recital12_MID--AUDIO_12_R1_2018_wav--2.wav,701.4883477,Romantic
Alexander Scriabin,"Sonata No. 5, Op. 53",train,2009,2009/MIDI-Unprocessed_09_R1_2009_01-04_ORIG_MID--AUDIO_09_R1_2009_09_R1_2009_04_WAV.midi,2009/MIDI-Unprocessed_09_R1_2009_01-04_ORIG_MID--AUDIO_09_R1_2009_09_R1_2009_04_WAV.wav,706.2038878,Romantic
Alexander Scriabin,"Sonata No. 5, Op. 53",train,2009,2009/MIDI-Unprocessed_19_R1_2009_03-04_ORIG_MID--AUDIO_19_R1_2009_19_R1_2009_04_WAV.midi,2009/MIDI-Unprocessed_19_R1_2009_03-04_ORIG_MID--AUDIO_19_R1_2009_19_R1_2009_04_WAV.wav,648.9550134,Romantic
Alexander Scriabin,"Sonata No. 5, Op. 53",train,2008,2008/MIDI-Unprocessed_07_R1_2008_01-04_ORIG_MID--AUDIO_07_R1_2008_wav--4.midi,2008/MIDI-Unprocessed_07_R1_2008_01-04_ORIG_MID--AUDIO_07_R1_2008_wav--4.wav,601.6487039,Romantic
Alexander Scriabin,"Sonata No. 5, Op. 53",train,2014,2014/MIDI-UNPROCESSED_21-22_R1_2014_MID--AUDIO_21_R1_2014_wav--6.midi,2014/MIDI-UNPROCESSED_21-22_R1_2014_MID--AUDIO_21_R1_2014_wav--6.wav,707.9039395,Romantic
Alexander Scriabin,"Sonata No. 5, Op. 53",train,2014,2014/MIDI-UNPROCESSED_21-22_R1_2014_MID--AUDIO_22_R1_2014_wav--4.midi,2014/MIDI-UNPROCESSED_21-22_R1_2014_MID--AUDIO_22_R1_2014_wav--4.wav,644.8404342,Romantic
Alexander Scriabin,Sonata No. 9,test,2006,2006/MIDI-Unprocessed_01_R1_2006_01-09_ORIG_MID--AUDIO_01_R1_2006_04_Track04_wav.midi,2006/MIDI-Unprocessed_01_R1_2006_01-09_ORIG_MID--AUDIO_01_R1_2006_04_Track04_wav.wav,476.6528353,Modern
Alexander Scriabin,Sonata No. 9,test,2006,2006/MIDI-Unprocessed_24_R1_2006_01-05_ORIG_MID--AUDIO_24_R1_2006_03_Track03_wav.midi,2006/MIDI-Unprocessed_24_R1_2006_01-05_ORIG_MID--AUDIO_24_R1_2006_03_Track03_wav.wav,426.2682703,Modern
Alexander Scriabin,"Sonata No. 9, Op. 68",test,2009,2009/MIDI-Unprocessed_11_R1_2009_06-09_ORIG_MID--AUDIO_11_R1_2009_11_R1_2009_08_WAV.midi,2009/MIDI-Unprocessed_11_R1_2009_06-09_ORIG_MID--AUDIO_11_R1_2009_11_R1_2009_08_WAV.wav,520.1397042,Modern
Alexander Scriabin,"Sonata No. 9, Op. 68, ""Black Mass""",test,2018,2018/MIDI-Unprocessed_Recital13-15_MID--AUDIO_15_R1_2018_wav--1.midi,2018/MIDI-Unprocessed_Recital13-15_MID--AUDIO_15_R1_2018_wav--1.wav,520.2158259,Modern
Alexander Scriabin,"Two Impromptus, Op. 14 (Complete)",validation,2014,2014/MIDI-UNPROCESSED_14-15_R1_2014_MID--AUDIO_15_R1_2014_wav--3.midi,2014/MIDI-UNPROCESSED_14-15_R1_2014_MID--AUDIO_15_R1_2014_wav--3.wav,365.6553502,Romantic
Alexander Scriabin,"Waltz, Op. 38",validation,2014,2014/MIDI-UNPROCESSED_14-15_R1_2014_MID--AUDIO_15_R1_2014_wav--4.midi,2014/MIDI-UNPROCESSED_14-15_R1_2014_MID--AUDIO_15_R1_2014_wav--4.wav,319.9102036,Romantic
Anton Arensky,"Piano Trio in D Minor, Op. 32",train,2018,2018/MIDI-Unprocessed_Chamber2_MID--AUDIO_09_R3_2018_wav--3.midi,2018/MIDI-Unprocessed_Chamber2_MID--AUDIO_09_R3_2018_wav--3.wav,1736.586137,Romantic
Anton Arensky,"Piano Trio in D Minor, Op. 32",train,2018,2018/MIDI-Unprocessed_Chamber4_MID--AUDIO_11_R3_2018_wav--3.midi,2018/MIDI-Unprocessed_Chamber4_MID--AUDIO_11_R3_2018_wav--3.wav,1613.550737,Romantic
Anton Arensky,"Piano Trio in D Minor, Op. 32",train,2018,2018/MIDI-Unprocessed_Chamber6_MID--AUDIO_20_R3_2018_wav--3.midi,2018/MIDI-Unprocessed_Chamber6_MID--AUDIO_20_R3_2018_wav--3.wav,1714.928841,Romantic
Antonio Soler,Sonata No. 10 in B Minor,train,2009,2009/MIDI-Unprocessed_09_R1_2009_01-04_ORIG_MID--AUDIO_09_R1_2009_09_R1_2009_01_WAV.midi,2009/MIDI-Unprocessed_09_R1_2009_01-04_ORIG_MID--AUDIO_09_R1_2009_09_R1_2009_01_WAV.wav,232.7655258,Classical
Carl Maria von Weber,"Sonata No. 1, 2nd, 3rd and 4th movements",train,2008,2008/MIDI-Unprocessed_02_R3_2008_01-03_ORIG_MID--AUDIO_02_R3_2008_wav--3.midi,2008/MIDI-Unprocessed_02_R3_2008_01-03_ORIG_MID--AUDIO_02_R3_2008_wav--3.wav,939.1336763,Classical
Charles Gounod / Franz Liszt,Faust Waltz,train,2006,2006/MIDI-Unprocessed_08_R1_2006_01-04_ORIG_MID--AUDIO_08_R1_2006_Disk1_01_Track01_wav.midi,2006/MIDI-Unprocessed_08_R1_2006_01-04_ORIG_MID--AUDIO_08_R1_2006_Disk1_01_Track01_wav.wav,557.392605,Romantic
Claude Debussy,"""Feux d'artifice"" from Book II",train,2008,2008/MIDI-Unprocessed_10_R3_2008_01-05_ORIG_MID--AUDIO_10_R3_2008_wav--4.midi,2008/MIDI-Unprocessed_10_R3_2008_01-05_ORIG_MID--AUDIO_10_R3_2008_wav--4.wav,242.7521611,Modern
Claude Debussy,"""Images"", Series I",train,2013,2013/ORIG-MIDI_03_7_10_13_Group_MID--AUDIO_18_R3_2013_wav--2.midi,2013/ORIG-MIDI_03_7_10_13_Group_MID--AUDIO_18_R3_2013_wav--2.wav,918.0212508,Romantic
Claude Debussy,"""Les collines d'Anacapri"" from Preludes, Book I",train,2008,2008/MIDI-Unprocessed_07_R3_2008_01-05_ORIG_MID--AUDIO_07_R3_2008_wav--3.midi,2008/MIDI-Unprocessed_07_R3_2008_01-05_ORIG_MID--AUDIO_07_R3_2008_wav--3.wav,166.49556,Modern
Claude Debussy,"""Ondine"" from Book II",train,2008,2008/MIDI-Unprocessed_10_R3_2008_01-05_ORIG_MID--AUDIO_10_R3_2008_wav--3.midi,2008/MIDI-Unprocessed_10_R3_2008_01-05_ORIG_MID--AUDIO_10_R3_2008_wav--3.wav,193.3010888,Modern
Claude Debussy,"""Voiles"" from Preludes, Book I",train,2008,2008/MIDI-Unprocessed_07_R3_2008_01-05_ORIG_MID--AUDIO_07_R3_2008_wav--4.midi,2008/MIDI-Unprocessed_07_R3_2008_01-05_ORIG_MID--AUDIO_07_R3_2008_wav--4.wav,212.2954608,Modern
Claude Debussy,"Barcarolle, Op. 60",train,2015,2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_02_R1_2015_wav--3.midi,2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_02_R1_2015_wav--3.wav,482.7552083,Modern
Claude Debussy,Bruyeres,train,2006,2006/MIDI-Unprocessed_01_R1_2006_01-09_ORIG_MID--AUDIO_01_R1_2006_03_Track03_wav.midi,2006/MIDI-Unprocessed_01_R1_2006_01-09_ORIG_MID--AUDIO_01_R1_2006_03_Track03_wav.wav,984.5275945,Modern
Claude Debussy,Estampes (Complete),test,2014,2014/MIDI-UNPROCESSED_09-10_R1_2014_MID--AUDIO_09_R1_2014_wav--4.midi,2014/MIDI-UNPROCESSED_09-10_R1_2014_MID--AUDIO_09_R1_2014_wav--4.wav,849.0309352,Modern
Claude Debussy,"Etude ""Pour le arpeges composes""",train,2009,2009/MIDI-Unprocessed_11_R1_2009_01-05_ORIG_MID--AUDIO_11_R1_2009_11_R1_2009_02_WAV.midi,2009/MIDI-Unprocessed_11_R1_2009_01-05_ORIG_MID--AUDIO_11_R1_2009_11_R1_2009_02_WAV.wav,274.6711997,Modern
Claude Debussy,"Etude ""Pour les accords""",test,2009,2009/MIDI-Unprocessed_11_R1_2009_01-05_ORIG_MID--AUDIO_11_R1_2009_11_R1_2009_04_WAV.midi,2009/MIDI-Unprocessed_11_R1_2009_01-05_ORIG_MID--AUDIO_11_R1_2009_11_R1_2009_04_WAV.wav,270.703522,Modern
Claude Debussy,"Etude ""Pour les huit doigts""",train,2009,2009/MIDI-Unprocessed_11_R1_2009_01-05_ORIG_MID--AUDIO_11_R1_2009_11_R1_2009_03_WAV.midi,2009/MIDI-Unprocessed_11_R1_2009_01-05_ORIG_MID--AUDIO_11_R1_2009_11_R1_2009_03_WAV.wav,90.99616969,Modern
Claude Debussy,"Etude No. 6, Book I, ""Pour les huits doigts""",train,2008,2008/MIDI-Unprocessed_11_R2_2008_01-05_ORIG_MID--AUDIO_11_R2_2008_wav--2.midi,2008/MIDI-Unprocessed_11_R2_2008_01-05_ORIG_MID--AUDIO_11_R2_2008_wav--2.wav,79.33485656,Modern
Claude Debussy,"Etude No. 7 ""Study in Chromatic Steps""",test,2004,2004/MIDI-Unprocessed_SMF_17_R1_2004_03-06_ORIG_MID--AUDIO_20_R2_2004_12_Track12_wav--1.midi,2004/MIDI-Unprocessed_SMF_17_R1_2004_03-06_ORIG_MID--AUDIO_20_R2_2004_12_Track12_wav--1.wav,134.3764783,Modern
Claude Debussy,Feux d'artifice,train,2006,2006/MIDI-Unprocessed_18_R1_2006_01-05_ORIG_MID--AUDIO_18_R1_2006_02_Track02_wav.midi,2006/MIDI-Unprocessed_18_R1_2006_01-05_ORIG_MID--AUDIO_18_R1_2006_02_Track02_wav.wav,242.5785502,Modern
Claude Debussy,Four Preludes,train,2006,2006/MIDI-Unprocessed_14_R1_2006_01-05_ORIG_MID--AUDIO_14_R1_2006_03_Track03_wav.midi,2006/MIDI-Unprocessed_14_R1_2006_01-05_ORIG_MID--AUDIO_14_R1_2006_03_Track03_wav.wav,672.9013036,Modern
Claude Debussy,Image (Book II),train,2004,2004/MIDI-Unprocessed_XP_08_R1_2004_03_ORIG_MID--AUDIO_08_R1_2004_03_Track03_wav.midi,2004/MIDI-Unprocessed_XP_08_R1_2004_03_ORIG_MID--AUDIO_08_R1_2004_03_Track03_wav.wav,701.103701,Modern
Claude Debussy,"Images Book 1 (Complete), L 110",train,2014,2014/MIDI-UNPROCESSED_09-10_R1_2014_MID--AUDIO_10_R1_2014_wav--4.midi,2014/MIDI-UNPROCESSED_09-10_R1_2014_MID--AUDIO_10_R1_2014_wav--4.wav,903.2603147,Modern
Claude Debussy,Images Book II,train,2006,2006/MIDI-Unprocessed_24_R1_2006_01-05_ORIG_MID--AUDIO_24_R1_2006_02_Track02_wav.midi,2006/MIDI-Unprocessed_24_R1_2006_01-05_ORIG_MID--AUDIO_24_R1_2006_02_Track02_wav.wav,679.6975041,Modern
Claude Debussy,"Images, Book I",train,2009,2009/MIDI-Unprocessed_15_R1_2009_03-06_ORIG_MID--AUDIO_15_R1_2009_15_R1_2009_03_WAV.midi,2009/MIDI-Unprocessed_15_R1_2009_03-06_ORIG_MID--AUDIO_15_R1_2009_15_R1_2009_03_WAV.wav,924.1710844,Modern
Claude Debussy,"Images, Book I, ""Reflets dans l'eau""",train,2008,2008/MIDI-Unprocessed_06_R2_2008_01-05_ORIG_MID--AUDIO_06_R2_2008_wav--4.midi,2008/MIDI-Unprocessed_06_R2_2008_01-05_ORIG_MID--AUDIO_06_R2_2008_wav--4.wav,281.5795795,Modern
Claude Debussy,"Images, Book II",train,2018,2018/MIDI-Unprocessed_Recital20_MID--AUDIO_20_R1_2018_wav--3.midi,2018/MIDI-Unprocessed_Recital20_MID--AUDIO_20_R1_2018_wav--3.wav,845.7109598,Modern
Claude Debussy,"Images, Book II, ""Poissons d'or""",train,2008,2008/MIDI-Unprocessed_06_R2_2008_01-05_ORIG_MID--AUDIO_06_R2_2008_wav--5.midi,2008/MIDI-Unprocessed_06_R2_2008_01-05_ORIG_MID--AUDIO_06_R2_2008_wav--5.wav,219.9784125,Modern
Claude Debussy,Jardins sous la pluie from Estampes,test,2011,2011/MIDI-Unprocessed_04_R3_2011_MID--AUDIO_R3-D2_05_Track05_wav.midi,2011/MIDI-Unprocessed_04_R3_2011_MID--AUDIO_R3-D2_05_Track05_wav.wav,207.2620791,Modern
Claude Debussy,L'Isle Joyeuse,train,2011,2011/MIDI-Unprocessed_15_R1_2011_MID--AUDIO_R1-D6_10_Track10_wav.midi,2011/MIDI-Unprocessed_15_R1_2011_MID--AUDIO_R1-D6_10_Track10_wav.wav,329.5603008,Romantic
Claude Debussy,L'isle joyeuse,train,2014,2014/MIDI-UNPROCESSED_06-08_R1_2014_MID--AUDIO_07_R1_2014_wav--6.midi,2014/MIDI-UNPROCESSED_06-08_R1_2014_MID--AUDIO_07_R1_2014_wav--6.wav,363.9152344,Romantic
Claude Debussy,L'isle joyeuse,train,2013,2013/ORIG-MIDI_02_7_7_13_Group__MID--AUDIO_15_R1_2013_wav--4.midi,2013/ORIG-MIDI_02_7_7_13_Group__MID--AUDIO_15_R1_2013_wav--4.wav,298.9887502,Romantic
Claude Debussy,L'isle joyeuse,train,2013,2013/ORIG-MIDI_02_7_10_13_Group_MID--AUDIO_12_R3_2013_wav--3.midi,2013/ORIG-MIDI_02_7_10_13_Group_MID--AUDIO_12_R3_2013_wav--3.wav,350.0771072,Romantic
Claude Debussy,L'isle joyeuse,train,2017,2017/MIDI-Unprocessed_071_PIANO071_MID--AUDIO-split_07-08-17_Piano-e_1-04_wav--4.midi,2017/MIDI-Unprocessed_071_PIANO071_MID--AUDIO-split_07-08-17_Piano-e_1-04_wav--4.wav,346.0250139,Romantic
Claude Debussy,"L'isle joyeuse, L. 106",train,2018,2018/MIDI-Unprocessed_Recital1-3_MID--AUDIO_02_R1_2018_wav--4.midi,2018/MIDI-Unprocessed_Recital1-3_MID--AUDIO_02_R1_2018_wav--4.wav,349.6858148,Romantic
Claude Debussy,Les Collines d'Anacapri from Book I,train,2008,2008/MIDI-Unprocessed_10_R3_2008_01-05_ORIG_MID--AUDIO_10_R3_2008_wav--2.midi,2008/MIDI-Unprocessed_10_R3_2008_01-05_ORIG_MID--AUDIO_10_R3_2008_wav--2.wav,176.4634988,Modern
Claude Debussy,Pagodas from Estampes No. 1,test,2008,2008/MIDI-Unprocessed_05_R1_2008_01-04_ORIG_MID--AUDIO_05_R1_2008_wav--3.midi,2008/MIDI-Unprocessed_05_R1_2008_01-04_ORIG_MID--AUDIO_05_R1_2008_wav--3.wav,345.8196328,Romantic
Claude Debussy,Pour le piano (Complete),test,2015,2015/MIDI-Unprocessed_R2_D2-12-13-15_mid--AUDIO-from_mp3_12_R2_2015_wav--3.midi,2015/MIDI-Unprocessed_R2_D2-12-13-15_mid--AUDIO-from_mp3_12_R2_2015_wav--3.wav,738.9583333,Romantic
Claude Debussy,"Prelude No. 24 ""Fireworks""",train,2008,2008/MIDI-Unprocessed_04_R2_2008_01-04_ORIG_MID--AUDIO_04_R2_2008_wav--1.midi,2008/MIDI-Unprocessed_04_R2_2008_01-04_ORIG_MID--AUDIO_04_R2_2008_wav--1.wav,318.5119678,Romantic
Claude Debussy,"Prelude No. 6, Book I, ""Des pas sur la neige""",test,2018,2018/MIDI-Unprocessed_Recital16_MID--AUDIO_16_R1_2018_wav--3.midi,2018/MIDI-Unprocessed_Recital16_MID--AUDIO_16_R1_2018_wav--3.wav,247.7615044,Modern
Claude Debussy,"Prelude No. 7, Book II, La terrasse des audiences du clair de lune",train,2018,2018/MIDI-Unprocessed_Recital9-11_MID--AUDIO_10_R1_2018_wav--3.midi,2018/MIDI-Unprocessed_Recital9-11_MID--AUDIO_10_R1_2018_wav--3.wav,297.1925447,Modern
Claude Debussy,"Preludes Book II: “Feux d'artifice,” L 123, No. 12",train,2014,2014/MIDI-UNPROCESSED_06-08_R1_2014_MID--AUDIO_07_R1_2014_wav--5.midi,2014/MIDI-UNPROCESSED_06-08_R1_2014_MID--AUDIO_07_R1_2014_wav--5.wav,257.9190797,Modern
Claude Debussy,"Preludes No. 2, 6, 12",train,2004,2004/MIDI-Unprocessed_SMF_12_01_2004_01-05_ORIG_MID--AUDIO_12_R1_2004_08_Track08_wav.midi,2004/MIDI-Unprocessed_SMF_12_01_2004_01-05_ORIG_MID--AUDIO_12_R1_2004_08_Track08_wav.wav,338.2618226,Romantic
Claude Debussy,"Preludes No. 2, 6, 12",train,2004,2004/MIDI-Unprocessed_SMF_12_01_2004_01-05_ORIG_MID--AUDIO_12_R1_2004_09_Track09_wav.midi,2004/MIDI-Unprocessed_SMF_12_01_2004_01-05_ORIG_MID--AUDIO_12_R1_2004_09_Track09_wav.wav,260.0398312,Romantic
Claude Debussy,"Preludes, Book II, III - La puerta del vino",train,2013,2013/ORIG-MIDI_01_7_8_13_Group__MID--AUDIO_02_R2_2013_wav--2.midi,2013/ORIG-MIDI_01_7_8_13_Group__MID--AUDIO_02_R2_2013_wav--2.wav,179.3214019,Modern
Claude Debussy,"Preludes, Book II, L 123 (Complete)",train,2014,2014/MIDI-UNPROCESSED_06-08_R1_2014_MID--AUDIO_08_R1_2014_wav--2.midi,2014/MIDI-UNPROCESSED_06-08_R1_2014_MID--AUDIO_08_R1_2014_wav--2.wav,2463.480443,Modern
Claude Debussy,"Preludes, Book II, L 123, IV. «Les fées sont d'exquises danseuses»",train,2015,2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_02_R1_2015_wav--4.midi,2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_02_R1_2015_wav--4.wav,173.3020833,Modern
Claude Debussy,"Preludes, Book II, VII - La terasse des audiences du clair de lune",train,2013,2013/ORIG-MIDI_01_7_8_13_Group__MID--AUDIO_02_R2_2013_wav--3.midi,2013/ORIG-MIDI_01_7_8_13_Group__MID--AUDIO_02_R2_2013_wav--3.wav,240.3202725,Modern
Claude Debussy,PreludesBII/7-12,train,2006,2006/MIDI-Unprocessed_04_R1_2006_01-04_ORIG_MID--AUDIO_04_R1_2006_02_Track02_wav.midi,2006/MIDI-Unprocessed_04_R1_2006_01-04_ORIG_MID--AUDIO_04_R1_2006_02_Track02_wav.wav,1184.042619,Modern
Claude Debussy,SuiteBergamasque,test,2006,2006/MIDI-Unprocessed_03_R1_2006_01-05_ORIG_MID--AUDIO_03_R1_2006_04_Track04_wav.midi,2006/MIDI-Unprocessed_03_R1_2006_01-05_ORIG_MID--AUDIO_03_R1_2006_04_Track04_wav.wav,942.9037045,Modern
Claude Debussy,Three Etudes,train,2006,2006/MIDI-Unprocessed_05_R1_2006_01-05_ORIG_MID--AUDIO_05_R1_2006_02_Track02_wav.midi,2006/MIDI-Unprocessed_05_R1_2006_01-05_ORIG_MID--AUDIO_05_R1_2006_02_Track02_wav.wav,727.2268369,Modern
César Franck,Prel./Chor./Fug.,validation,2006,2006/MIDI-Unprocessed_22_R1_2006_01-04_ORIG_MID--AUDIO_22_R1_2006_02_Track02_wav.midi,2006/MIDI-Unprocessed_22_R1_2006_01-04_ORIG_MID--AUDIO_22_R1_2006_02_Track02_wav.wav,1188.161205,Romantic
César Franck,"Prelude, Choral et Fugue",validation,2018,2018/MIDI-Unprocessed_Recital8_MID--AUDIO_08_R1_2018_wav--2.midi,2018/MIDI-Unprocessed_Recital8_MID--AUDIO_08_R1_2018_wav--2.wav,1054.578272,Romantic
